age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,study_to_social_ratio,total_distraction_hours,wellbeing_index,performance_label
18,1.0,2.4,1.5,1.4,0,79.7,4.9,0,1,2,0,3,0,45.8,0.8247,2.9,0.89,Low (<50)
17,0.0,3.0,3.2,1.6,0,81.6,9.1,1,2,1,1,1,1,58.4,0.6237,4.8,1.21,Average (50-64)
23,0.0,2.3,0.4,2.0,0,81.3,5.9,1,6,0,2,1,1,70.3,0.9544,2.4,1.29,Good (65-79)
18,0.0,5.1,2.1,0.7,1,75.2,6.7,1,1,2,2,10,1,99.4,1.8149,2.8,1.77,Excellent (≥80)
24,0.0,3.5,2.9,0.7,0,65.4,7.9,0,3,0,2,2,0,62.9,0.9695,3.6,1.29,Average (50-64)
22,0.0,6.4,2.7,0.3,1,78.3,5.8,2,0,0,1,7,0,98.0,2.1262,3.0,1.28,Excellent (≥80)
22,1.0,3.4,5.7,0.0,0,86.9,5.3,2,6,1,0,6,0,74.7,0.5954,5.7,1.73,Good (65-79)
24,0.0,2.4,2.9,0.5,0,71.5,6.8,1,5,0,2,2,1,50.4,0.7038,3.4,1.38,Average (50-64)
17,0.0,1.2,1.3,2.0,0,85.2,4.3,1,6,0,2,4,0,49.4,0.3625,3.3,1.43,Low (<50)
24,1.0,0.8,2.4,0.8,0,100.0,6.2,1,3,1,1,2,1,35.3,0.2492,3.2,1.12,Low (<50)
21,0.0,1.1,0.4,2.4,1,95.2,6.8,2,2,0,1,1,1,46.3,0.3915,2.8,0.98,Low (<50)
21,0.0,3.9,2.4,1.8,0,100.0,6.2,0,2,0,1,3,0,68.4,0.9264,4.2,1.12,Good (65-79)
17,0.0,4.3,1.5,0.0,0,88.9,4.6,0,6,0,1,4,0,84.2,2.8477,1.5,1.46,Excellent (≥80)
24,0.0,1.1,3.6,2.5,0,96.7,8.4,2,3,0,2,10,1,54.6,0.18,6.1,2.14,Average (50-64)
21,0.0,4.8,1.8,2.7,0,77.8,6.6,1,6,1,1,5,0,88.0,1.0643,4.5,1.76,Excellent (≥80)
23,0.0,2.8,2.4,0.7,0,78.6,8.2,1,0,1,2,5,0,61.5,0.9003,3.1,1.32,Average (50-64)
24,0.0,3.7,1.7,2.3,1,57.6,6.2,2,0,2,1,7,0,75.7,0.9227,4.0,1.32,Good (65-79)
23,0.0,5.9,4.6,0.9,0,96.9,5.4,2,4,1,1,10,0,100.0,1.0708,5.5,1.94,Excellent (≥80)
21,0.0,4.8,2.1,1.9,0,100.0,6.8,1,1,0,2,8,0,82.6,1.197,4.0,1.58,Excellent (≥80)
22,0.0,3.1,4.7,0.4,0,79.5,6.2,2,4,2,2,9,0,71.5,0.6067,5.1,1.92,Good (65-79)
21,0.0,2.2,3.5,0.0,0,82.5,5.1,0,0,1,1,7,0,57.6,0.6268,3.5,1.21,Average (50-64)
23,1.0,0.3,3.1,1.4,1,77.5,8.3,2,3,1,2,5,0,36.1,0.0665,4.5,1.63,Low (<50)
19,0.0,2.4,2.9,1.7,0,88.8,5.8,1,1,1,1,9,1,67.4,0.5206,4.6,1.58,Good (65-79)
20,0.0,3.2,3.0,1.4,1,96.2,4.3,2,3,2,2,8,0,74.8,0.7256,4.4,1.53,Good (65-79)
18,1.0,2.0,0.2,0.5,0,67.6,8.1,2,4,1,1,10,1,73.6,2.8169,0.7,2.21,Good (65-79)
24,0.0,3.3,2.2,1.4,0,89.1,5.9,2,2,0,2,9,1,79.5,0.9141,3.6,1.69,Good (65-79)
19,1.0,3.6,3.5,2.1,0,82.2,5.8,2,3,1,0,10,0,62.5,0.6417,5.6,1.88,Average (50-64)
21,1.0,3.2,2.4,1.8,0,86.1,4.4,1,4,0,1,8,1,76.3,0.7601,4.2,1.64,Good (65-79)
22,0.0,2.5,0.8,2.0,0,89.6,8.6,1,4,0,2,6,0,75.6,0.8897,2.8,1.86,Good (65-79)
17,1.0,3.8,2.4,1.1,0,83.1,5.0,1,4,0,2,4,0,64.4,1.0826,3.5,1.3,Average (50-64)
21,0.0,4.2,4.5,3.1,0,84.0,6.6,2,2,0,1,9,0,75.3,0.5519,7.6,1.76,Good (65-79)
22,0.0,1.9,4.0,0.5,1,82.9,7.6,2,2,0,1,9,1,50.4,0.4213,4.5,1.86,Average (50-64)
20,0.0,5.6,2.4,2.3,0,94.7,7.0,1,6,0,1,10,1,100.0,1.189,4.7,2.3,Excellent (≥80)
21,1.0,3.4,3.6,3.1,0,89.2,6.4,2,2,1,2,10,0,76.4,0.5067,6.7,1.84,Good (65-79)
23,1.0,3.5,2.1,2.3,0,87.2,4.5,2,1,1,2,9,0,69.9,0.7937,4.4,1.45,Good (65-79)
17,0.0,4.6,0.5,1.6,0,72.3,5.5,2,2,2,2,10,1,88.9,2.1801,2.1,1.75,Excellent (≥80)
22,,3.8,1.4,1.2,0,81.2,6.7,2,2,0,1,3,1,70.4,1.4559,2.6,1.17,Good (65-79)
22,0.0,4.9,4.4,2.9,0,94.0,5.6,1,2,1,2,3,0,69.4,0.6703,7.3,1.06,Good (65-79)
22,1.0,3.9,2.2,0.2,0,85.4,6.7,0,3,2,1,6,1,84.9,1.6183,2.4,1.57,Excellent (≥80)
20,0.0,2.6,2.2,0.7,0,91.6,7.3,0,2,0,0,6,0,63.6,0.8935,2.9,1.53,Average (50-64)
21,0.0,4.0,2.1,1.4,0,100.0,7.7,1,1,1,2,6,0,82.2,1.1396,3.5,1.47,Excellent (≥80)
20,0.0,1.8,4.8,3.2,0,95.4,5.0,2,4,1,2,5,0,37.4,0.2247,8.0,1.4,Low (<50)
24,1.0,3.7,4.5,2.2,0,85.9,9.1,2,3,0,2,5,0,73.8,0.5514,6.7,1.71,Good (65-79)
18,0.0,3.5,5.2,0.7,1,79.9,7.4,2,0,2,2,2,1,53.4,0.5922,5.9,0.94,Average (50-64)
18,0.0,3.2,2.3,1.5,0,59.5,6.5,2,2,1,2,7,0,64.2,0.8399,3.8,1.55,Average (50-64)
24,,3.3,2.9,1.1,0,83.3,7.8,0,6,0,2,4,0,70.4,0.8229,4.0,1.78,Good (65-79)
21,1.0,0.7,0.7,1.0,0,81.7,9.3,0,6,0,1,3,0,51.5,0.4094,1.7,1.83,Average (50-64)
23,0.0,2.7,4.3,2.9,0,88.9,4.8,0,4,0,1,8,0,53.4,0.3745,7.2,1.68,Average (50-64)
20,0.0,3.6,1.1,0.3,1,83.5,6.2,1,4,0,2,4,0,77.2,2.5532,1.4,1.42,Good (65-79)
17,1.0,3.7,2.8,3.6,0,81.8,3.6,1,3,1,2,4,1,59.8,0.5772,6.4,1.06,Average (50-64)
22,0.0,2.0,1.2,2.7,0,67.2,6.7,0,6,1,1,8,0,55.4,0.5115,3.9,2.07,Average (50-64)
22,0.0,5.4,1.8,3.0,1,75.6,6.9,1,0,0,1,1,0,69.9,1.1227,4.8,0.79,Good (65-79)
21,1.0,2.2,1.5,1.3,1,89.8,6.5,0,5,2,1,9,0,71.6,0.7829,2.8,2.05,Good (65-79)
23,1.0,5.0,1.8,1.6,0,100.0,5.7,2,6,0,0,7,0,92.9,1.4663,3.4,1.87,Excellent (≥80)
18,0.0,4.1,1.9,0.2,0,84.0,4.0,1,6,0,2,2,0,72.4,1.9431,2.1,1.2,Good (65-79)
18,1.0,2.5,1.8,1.2,1,88.3,6.9,1,1,0,1,6,0,70.5,0.8306,3.0,1.39,Good (65-79)
22,0.0,6.2,3.5,2.3,0,94.5,8.2,1,5,1,2,8,0,100.0,1.0671,5.8,2.12,Excellent (≥80)
21,1.0,1.7,1.2,3.2,0,76.9,5.8,2,4,0,1,5,1,37.4,0.3855,4.4,1.48,Low (<50)
20,0.0,4.9,2.8,0.6,0,88.7,7.0,1,5,0,1,6,0,88.7,1.437,3.4,1.8,Excellent (≥80)
18,1.0,5.0,4.0,1.4,0,77.6,4.6,1,6,0,0,10,0,88.6,0.9242,5.4,2.06,Excellent (≥80)
20,0.0,2.5,1.9,1.6,0,93.6,7.0,2,4,1,2,8,0,68.5,0.7123,3.5,1.9,Good (65-79)
23,,5.6,1.6,0.3,0,86.5,6.0,1,5,2,2,6,0,100.0,2.9319,1.9,1.7,Excellent (≥80)
18,,3.1,2.2,2.5,0,88.0,5.6,2,4,0,2,9,0,66.9,0.6582,4.7,1.86,Good (65-79)
18,0.0,3.9,3.9,1.0,0,77.2,5.6,1,4,0,0,9,0,71.5,0.7943,4.9,1.86,Good (65-79)
19,1.0,3.9,2.7,1.6,0,92.1,6.0,1,3,1,1,9,0,77.8,0.9049,4.3,1.8,Good (65-79)
18,0.0,3.3,1.9,1.3,0,100.0,7.0,0,0,1,0,6,1,67.7,1.028,3.2,1.3,Good (65-79)
24,1.0,4.7,3.1,0.9,0,74.9,4.9,2,4,0,1,9,1,96.4,1.1721,4.0,1.79,Excellent (≥80)
17,1.0,4.7,1.2,1.8,0,81.6,6.0,1,1,2,2,3,0,83.1,1.5615,3.0,1.0,Excellent (≥80)
24,1.0,0.9,3.3,1.6,1,87.3,6.5,0,6,1,2,5,0,37.9,0.1833,4.9,1.75,Low (<50)
21,0.0,5.5,3.0,1.4,0,92.9,5.2,1,6,0,2,2,1,76.3,1.2472,4.4,1.32,Good (65-79)
21,0.0,1.0,2.1,1.0,0,79.4,8.7,1,1,1,1,8,1,52.6,0.3215,3.1,1.77,Average (50-64)
20,0.0,5.0,1.5,2.2,0,56.7,5.5,0,2,2,1,4,0,83.6,1.3477,3.7,1.15,Excellent (≥80)
24,1.0,5.2,1.4,3.6,0,98.6,5.7,2,4,1,1,6,0,92.0,1.0379,5.0,1.57,Excellent (≥80)
24,1.0,1.9,3.1,2.0,0,92.6,5.3,2,4,0,0,6,0,53.2,0.3718,5.1,1.53,Average (50-64)
24,,2.9,4.0,2.9,0,67.6,8.7,0,4,0,2,5,1,56.4,0.4197,6.9,1.77,Average (50-64)
23,1.0,1.8,1.7,0.3,0,78.9,7.2,1,5,0,2,1,0,58.1,0.8955,2.0,1.32,Average (50-64)
18,1.0,3.2,3.1,2.0,0,100.0,5.4,2,4,0,1,7,0,70.9,0.6262,5.1,1.64,Good (65-79)
17,1.0,3.0,0.0,0.6,1,99.5,7.8,1,4,1,1,10,0,98.7,4.918,0.6,2.18,Excellent (≥80)
20,0.0,4.7,1.8,0.2,1,94.4,6.7,1,1,1,2,8,0,83.3,2.3383,2.0,1.57,Excellent (≥80)
24,0.0,5.5,2.5,1.0,0,83.2,6.8,1,0,1,2,1,1,80.6,1.567,3.5,0.78,Excellent (≥80)
24,1.0,5.6,1.4,3.1,0,85.8,6.1,2,0,2,2,10,0,91.3,1.2417,4.5,1.61,Excellent (≥80)
19,1.0,2.7,1.4,2.8,0,83.7,5.6,2,2,0,1,7,1,63.5,0.6413,4.2,1.46,Average (50-64)
20,0.0,3.2,1.7,2.1,1,96.3,6.9,2,1,2,1,4,1,66.3,0.8399,3.8,1.19,Good (65-79)
24,0.0,1.0,2.9,0.1,0,76.2,5.8,0,4,1,2,6,0,49.9,0.3322,3.0,1.58,Low (<50)
20,1.0,2.3,2.3,1.6,1,76.9,8.7,1,0,0,2,9,0,68.9,0.5882,3.9,1.77,Good (65-79)
18,0.0,4.9,0.0,2.1,1,95.1,5.0,2,3,1,1,5,0,94.2,2.3223,2.1,1.3,Excellent (≥80)
19,1.0,5.9,0.0,2.0,1,84.6,8.3,0,3,0,2,8,0,100.0,2.9353,2.0,1.93,Excellent (≥80)
20,1.0,1.6,1.8,0.0,0,98.8,6.4,2,3,1,2,5,0,58.6,0.884,1.8,1.44,Average (50-64)
17,0.0,2.6,3.0,0.8,0,78.3,6.9,2,4,1,1,2,0,53.2,0.6824,3.8,1.29,Average (50-64)
17,1.0,3.5,0.0,1.7,0,84.5,7.5,0,4,0,1,4,1,70.5,2.0468,1.7,1.55,Good (65-79)
21,0.0,3.9,1.9,2.4,0,75.8,5.7,2,2,1,1,2,0,64.0,0.9049,4.3,0.97,Average (50-64)
19,1.0,2.3,1.9,0.0,1,85.1,7.5,1,6,1,0,7,1,77.4,1.2042,1.9,2.05,Good (65-79)
19,1.0,4.1,4.2,1.6,0,70.2,3.3,2,2,0,2,7,0,57.4,0.7057,5.8,1.23,Average (50-64)
21,,2.8,2.0,2.0,0,80.1,5.6,1,2,0,1,3,1,59.9,0.6983,4.0,1.06,Average (50-64)
20,1.0,3.5,3.0,2.7,0,70.6,5.4,1,5,0,2,7,0,66.7,0.613,5.7,1.74,Good (65-79)
19,0.0,4.3,2.7,2.6,1,91.9,5.0,2,3,1,2,1,0,58.4,0.8098,5.3,0.9,Average (50-64)
17,1.0,3.5,0.0,2.4,0,92.2,6.2,2,4,2,0,1,0,63.6,1.4523,2.4,1.12,Average (50-64)
17,1.0,2.8,3.4,0.9,0,67.7,7.0,0,3,2,1,9,0,62.6,0.6497,4.3,1.9,Average (50-64)
24,1.0,3.3,2.8,0.0,0,98.3,7.3,1,2,1,2,6,0,70.6,1.1744,2.8,1.53,Good (65-79)
18,0.0,3.4,3.1,1.4,0,100.0,6.8,0,4,1,2,5,0,75.2,0.7539,4.5,1.58,Good (65-79)
19,1.0,2.9,7.2,2.9,1,85.5,5.7,1,1,0,2,6,0,50.1,0.2868,10.1,1.27,Average (50-64)
20,0.0,3.1,0.0,3.3,0,78.6,6.9,1,0,1,1,6,0,72.8,0.9366,3.3,1.29,Good (65-79)
21,1.0,5.9,4.6,2.6,1,100.0,6.6,1,0,0,1,1,1,72.7,0.8183,7.2,0.76,Good (65-79)
21,,4.3,2.2,2.3,0,71.8,7.6,1,2,0,2,5,1,76.0,0.9534,4.5,1.46,Good (65-79)
20,1.0,3.1,2.8,2.2,0,85.2,7.4,0,6,1,2,9,1,74.1,0.6188,5.0,2.24,Good (65-79)
23,0.0,4.5,2.4,1.2,1,86.8,6.5,0,3,0,1,4,1,79.0,1.2465,3.6,1.35,Good (65-79)
22,0.0,3.0,2.0,1.7,0,98.5,5.4,0,1,1,2,3,0,51.3,0.8086,3.7,0.94,Average (50-64)
18,0.0,5.3,1.8,3.6,0,88.6,5.7,1,4,1,1,1,1,71.0,0.9797,5.4,1.07,Good (65-79)
21,0.0,4.1,2.9,0.8,1,80.0,5.8,2,6,0,2,2,1,76.4,1.1051,3.7,1.38,Good (65-79)
19,0.0,3.3,0.7,3.6,0,75.5,6.1,0,3,0,2,3,1,52.6,0.7657,4.3,1.21,Average (50-64)
18,0.0,4.2,3.4,1.4,0,81.6,6.8,2,2,2,1,4,0,74.0,0.8732,4.8,1.28,Good (65-79)
19,1.0,1.1,2.0,3.3,0,74.9,7.4,2,3,1,2,7,0,42.6,0.2072,5.3,1.74,Low (<50)
23,1.0,1.8,1.1,0.3,0,85.5,6.4,2,2,0,1,6,0,49.8,1.2766,1.4,1.44,Low (<50)
17,0.0,1.7,2.0,2.4,0,79.4,6.5,2,5,0,1,8,0,45.7,0.3855,4.4,1.95,Low (<50)
18,0.0,3.7,4.0,1.0,0,70.1,6.7,2,0,1,0,9,1,77.2,0.7385,5.0,1.57,Good (65-79)
24,0.0,6.1,1.9,0.2,0,97.6,5.9,0,6,1,0,6,0,98.5,2.891,2.1,1.79,Excellent (≥80)
21,0.0,6.8,2.9,2.0,0,80.0,5.4,1,0,0,1,7,0,96.2,1.3849,4.9,1.24,Excellent (≥80)
18,1.0,4.5,1.6,2.9,1,72.3,4.4,2,3,0,2,4,1,71.3,0.9978,4.5,1.14,Good (65-79)
18,1.0,4.3,3.4,0.9,0,83.3,5.7,1,1,2,2,2,0,59.2,0.9977,4.3,0.87,Average (50-64)
18,0.0,0.8,3.3,0.2,0,85.7,7.1,2,4,1,0,9,0,51.8,0.2279,3.5,2.01,Average (50-64)
22,1.0,2.7,4.7,1.7,1,67.5,5.7,0,2,2,2,9,0,59.3,0.4212,6.4,1.67,Average (50-64)
18,1.0,2.3,2.3,1.7,0,88.3,6.2,2,4,1,2,4,0,58.5,0.5736,4.0,1.42,Average (50-64)
19,0.0,2.6,3.3,2.4,0,74.5,7.1,1,0,2,2,3,1,44.5,0.4553,5.7,1.01,Low (<50)
17,1.0,3.2,2.6,2.8,0,100.0,7.1,1,1,0,2,10,1,75.4,0.5915,5.4,1.81,Good (65-79)
23,0.0,2.8,4.1,1.7,1,90.2,5.2,1,1,1,1,6,1,54.9,0.4819,5.8,1.22,Average (50-64)
20,1.0,0.5,1.6,3.8,1,81.0,7.7,2,4,0,1,3,1,30.2,0.0924,5.4,1.47,Low (<50)
18,0.0,4.6,3.4,2.0,0,77.5,7.9,2,0,1,2,1,1,71.8,0.8503,5.4,0.89,Good (65-79)
21,1.0,1.9,2.3,1.4,0,84.0,5.1,1,4,0,0,4,0,51.8,0.5121,3.7,1.31,Average (50-64)
18,1.0,3.9,2.4,0.0,1,91.1,5.5,2,3,0,0,1,1,59.5,1.6183,2.4,0.95,Average (50-64)
21,1.0,6.6,2.6,1.5,0,84.7,7.9,1,1,2,0,2,0,96.6,1.6058,4.1,1.09,Excellent (≥80)
19,1.0,2.1,2.8,1.4,1,82.8,6.3,0,1,2,1,3,0,44.1,0.4988,4.2,1.03,Low (<50)
21,1.0,0.0,2.4,2.9,0,85.6,3.8,0,3,0,1,8,0,30.5,0.0,5.3,1.48,Low (<50)
24,1.0,3.1,2.8,2.3,0,79.0,4.8,0,0,1,1,10,0,63.7,0.6067,5.1,1.48,Average (50-64)
20,0.0,5.2,4.4,0.5,0,81.6,6.2,1,1,0,0,4,0,74.0,1.0591,4.9,1.12,Good (65-79)
17,1.0,6.4,3.7,2.0,0,64.1,5.1,1,6,0,2,4,0,98.8,1.1208,5.7,1.51,Excellent (≥80)
21,0.0,1.7,3.5,2.5,0,94.7,6.0,2,5,1,2,10,0,53.0,0.2829,6.0,2.1,Average (50-64)
21,0.0,4.2,2.0,3.5,0,88.0,6.5,2,5,0,1,9,0,84.6,0.7623,5.5,2.05,Excellent (≥80)
17,0.0,2.8,1.4,2.8,0,77.3,8.3,0,5,2,0,7,0,73.0,0.6651,4.2,2.03,Good (65-79)
20,1.0,3.3,3.6,2.6,0,100.0,6.2,1,2,0,0,2,1,57.1,0.5314,6.2,1.02,Average (50-64)
18,0.0,7.5,3.6,1.9,1,85.9,7.8,1,6,1,1,3,0,100.0,1.3612,5.5,1.68,Excellent (≥80)
21,1.0,1.2,4.3,2.2,0,74.6,8.2,1,2,1,1,4,0,36.2,0.1843,6.5,1.42,Low (<50)
17,1.0,3.9,1.8,3.2,0,93.6,8.2,0,0,0,1,4,0,65.6,0.7784,5.0,1.22,Good (65-79)
24,,4.2,2.2,0.3,1,89.0,6.8,0,3,0,2,10,1,87.5,1.6733,2.5,1.98,Excellent (≥80)
24,1.0,5.1,0.5,1.4,0,88.9,4.1,2,4,1,1,8,0,100.0,2.6702,1.9,1.61,Excellent (≥80)
19,0.0,3.6,2.0,1.0,1,80.7,7.1,2,6,1,1,10,0,85.6,1.196,3.0,2.31,Excellent (≥80)
17,0.0,4.0,3.7,2.2,0,89.5,7.8,0,0,0,1,10,1,89.4,0.6768,5.9,1.78,Excellent (≥80)
19,0.0,2.9,1.9,3.2,0,82.4,6.4,1,4,1,2,6,0,66.9,0.5675,5.1,1.64,Good (65-79)
24,0.0,3.9,3.3,1.1,1,90.6,8.6,1,0,0,2,3,0,56.0,0.8844,4.4,1.16,Average (50-64)
20,1.0,3.0,2.3,0.0,0,66.0,7.5,2,2,0,2,9,0,77.9,1.2987,2.3,1.85,Good (65-79)
18,1.0,4.4,2.9,1.3,0,80.7,7.2,1,5,0,2,10,0,91.3,1.0451,4.2,2.22,Excellent (≥80)
17,0.0,2.9,1.1,2.8,0,100.0,7.8,0,3,0,1,8,0,68.4,0.7417,3.9,1.88,Good (65-79)
23,1.0,4.1,2.6,2.4,0,77.3,6.9,2,2,1,1,9,0,85.3,0.8184,5.0,1.79,Excellent (≥80)
24,1.0,3.5,0.0,2.3,0,79.0,3.5,1,3,1,2,5,1,64.4,1.5152,2.3,1.15,Average (50-64)
24,1.0,5.2,2.3,1.5,0,80.5,5.9,1,6,2,0,3,0,82.8,1.3648,3.8,1.49,Excellent (≥80)
23,1.0,3.4,0.5,0.4,0,72.9,7.9,1,4,1,2,4,0,78.0,3.7363,0.9,1.59,Good (65-79)
22,1.0,0.8,3.9,2.4,0,62.9,5.5,1,0,2,2,5,0,31.5,0.1268,6.3,1.05,Low (<50)
24,1.0,5.4,3.4,0.9,0,82.7,6.2,1,1,1,2,9,0,92.3,1.2529,4.3,1.62,Excellent (≥80)
21,0.0,2.1,3.1,4.2,0,86.4,5.2,1,1,1,0,9,1,50.1,0.2873,7.3,1.52,Average (50-64)
20,0.0,2.5,4.3,2.4,0,84.5,8.6,1,3,2,2,3,0,49.4,0.3726,6.7,1.46,Low (<50)
17,0.0,2.6,1.4,1.2,0,83.6,8.5,0,5,1,1,7,0,80.3,0.9962,2.6,2.05,Excellent (≥80)
23,1.0,5.6,4.6,1.1,0,85.4,5.4,2,5,0,0,6,1,89.7,0.9807,5.7,1.64,Excellent (≥80)
21,1.0,0.3,3.6,1.7,0,95.2,6.7,0,3,1,1,4,1,33.6,0.0565,5.3,1.37,Low (<50)
23,1.0,8.2,2.2,1.5,0,83.1,5.7,0,2,2,2,5,1,100.0,2.2102,3.7,1.27,Excellent (≥80)
17,0.0,5.1,3.9,3.0,0,79.3,7.2,2,1,1,1,10,0,90.6,0.7381,6.9,1.82,Excellent (≥80)
19,0.0,3.8,1.2,2.0,0,82.2,7.1,2,2,1,1,2,1,66.3,1.1838,3.2,1.11,Good (65-79)
17,1.0,3.4,1.5,1.0,0,90.8,7.5,2,4,1,0,7,1,86.1,1.3546,2.5,1.85,Excellent (≥80)
22,0.0,3.9,1.8,3.9,0,99.1,6.9,1,1,2,2,4,0,65.5,0.683,5.7,1.19,Good (65-79)
17,1.0,4.3,1.9,1.9,0,78.7,10.0,1,4,0,2,2,0,82.9,1.1286,3.8,1.6,Excellent (≥80)
17,0.0,4.5,1.2,2.6,0,86.0,5.3,2,0,1,2,6,1,76.3,1.1811,3.8,1.13,Good (65-79)
22,0.0,4.3,4.0,1.1,1,88.4,4.4,2,2,0,1,2,1,59.0,0.8415,5.1,0.84,Average (50-64)
20,0.0,3.6,2.2,2.2,0,75.1,6.0,1,3,1,1,10,1,76.1,0.8163,4.4,1.9,Good (65-79)
24,0.0,3.2,2.9,2.1,0,85.2,4.6,2,1,1,2,2,1,40.3,0.6387,5.0,0.76,Low (<50)
17,0.0,3.3,1.8,0.0,0,70.3,4.7,0,2,0,1,7,1,65.2,1.8232,1.8,1.37,Good (65-79)
22,1.0,3.2,0.3,4.0,1,67.3,5.3,2,3,0,2,1,0,43.9,0.7425,4.3,0.93,Low (<50)
21,0.0,5.2,2.8,3.2,0,88.7,5.4,2,0,1,2,7,1,89.5,0.8652,6.0,1.24,Excellent (≥80)
19,1.0,4.4,0.2,1.4,0,81.2,5.4,2,1,0,1,10,0,80.7,2.7329,1.6,1.64,Excellent (≥80)
19,0.0,0.0,2.4,0.6,1,87.0,7.1,2,4,0,1,5,0,53.0,0.0,3.0,1.61,Average (50-64)
17,0.0,4.5,0.9,2.2,0,84.8,5.9,2,0,1,2,1,0,70.6,1.4469,3.1,0.69,Good (65-79)
20,0.0,3.8,4.9,1.9,0,75.2,6.3,0,5,0,1,6,0,65.5,0.558,6.8,1.73,Good (65-79)
20,1.0,3.5,3.6,2.2,0,84.5,7.6,1,3,0,1,7,0,75.1,0.6024,5.8,1.76,Good (65-79)
21,0.0,2.9,2.6,2.0,0,72.7,5.6,0,1,2,2,1,0,43.5,0.6291,4.6,0.76,Low (<50)
17,0.0,5.2,4.0,2.4,0,98.9,6.2,1,1,0,1,9,0,80.6,0.8112,6.4,1.62,Excellent (≥80)
19,0.0,4.9,1.5,3.4,0,71.4,6.9,2,6,0,2,7,1,88.2,0.998,4.9,1.99,Excellent (≥80)
20,1.0,2.3,3.2,2.4,0,83.0,4.2,1,6,1,0,1,1,48.5,0.41,5.6,1.12,Low (<50)
17,1.0,4.1,2.7,0.6,0,74.6,3.6,1,0,1,2,3,0,67.3,1.2387,3.3,0.66,Good (65-79)
23,1.0,2.0,2.8,3.3,0,90.7,6.9,1,1,2,0,5,0,50.7,0.3273,6.1,1.29,Average (50-64)
20,1.0,1.4,4.0,3.6,0,81.7,7.1,2,3,2,0,4,0,35.4,0.184,7.6,1.41,Low (<50)
22,0.0,2.6,3.4,5.3,0,79.8,9.0,0,0,1,2,2,0,49.1,0.2985,8.7,1.1,Low (<50)
23,1.0,4.8,2.8,0.6,0,93.5,6.7,1,4,0,2,1,0,85.4,1.4076,3.4,1.17,Excellent (≥80)
24,,4.9,0.5,2.1,0,85.3,7.5,0,0,0,1,4,0,83.9,1.8774,2.6,1.15,Excellent (≥80)
20,1.0,4.3,1.3,0.0,1,90.2,6.3,2,0,0,1,7,0,90.4,3.2824,1.3,1.33,Excellent (≥80)
19,1.0,4.6,2.4,2.4,0,75.2,6.9,0,4,0,2,4,0,87.8,0.9563,4.8,1.49,Excellent (≥80)
18,0.0,4.3,2.6,1.2,0,71.0,8.5,2,5,1,1,9,0,87.5,1.1286,3.8,2.25,Excellent (≥80)
23,0.0,2.5,1.1,3.9,0,86.1,4.0,1,6,1,2,8,0,58.2,0.499,5.0,1.8,Average (50-64)
24,0.0,4.1,5.4,0.9,0,81.8,7.0,0,3,0,2,8,1,73.2,0.6498,6.3,1.8,Good (65-79)
21,0.0,4.7,4.3,0.0,0,91.3,9.1,2,5,1,2,5,0,83.5,1.0905,4.3,1.91,Excellent (≥80)
21,0.0,4.6,3.2,1.3,0,84.2,6.8,0,5,0,1,1,1,77.6,1.02,4.5,1.28,Good (65-79)
19,1.0,5.3,2.6,0.0,1,87.1,8.5,1,5,0,1,9,1,98.4,2.0307,2.6,2.25,Excellent (≥80)
20,,4.6,2.2,2.6,0,68.8,5.7,0,6,1,2,2,0,78.5,0.9563,4.8,1.37,Good (65-79)
17,,4.0,1.4,0.0,1,100.0,6.5,1,2,0,0,6,1,81.1,2.8369,1.4,1.45,Excellent (≥80)
20,0.0,5.1,2.6,1.8,0,83.4,6.5,1,6,0,1,10,0,100.0,1.1565,4.4,2.25,Excellent (≥80)
19,1.0,3.5,2.8,0.0,0,92.0,3.8,1,5,0,0,5,1,58.7,1.2456,2.8,1.38,Average (50-64)
21,0.0,2.2,1.0,1.4,0,76.6,5.1,0,2,0,0,10,0,62.6,0.9129,2.4,1.71,Average (50-64)
20,1.0,3.3,2.9,3.6,0,88.1,5.2,1,4,1,1,8,1,60.3,0.5069,6.5,1.72,Average (50-64)
21,1.0,2.4,2.3,2.2,0,72.0,7.5,2,6,2,1,3,0,63.9,0.5322,4.5,1.65,Average (50-64)
23,1.0,2.5,0.2,0.9,1,89.5,7.5,2,3,0,2,6,1,80.0,2.2523,1.1,1.65,Excellent (≥80)
24,1.0,3.3,1.5,1.8,1,81.4,6.9,1,5,0,1,6,0,62.6,0.997,3.3,1.79,Average (50-64)
17,0.0,2.3,2.0,1.8,0,85.3,7.5,1,1,1,1,10,0,71.4,0.6037,3.8,1.85,Good (65-79)
23,0.0,3.0,4.8,2.3,1,92.0,6.3,1,4,2,0,3,0,60.6,0.4219,7.1,1.33,Average (50-64)
21,0.0,0.7,3.2,0.3,1,72.7,7.9,1,2,0,2,7,1,47.2,0.1994,3.5,1.69,Low (<50)
21,1.0,3.8,0.9,2.5,0,78.2,6.5,0,6,0,1,4,1,78.1,1.1144,3.4,1.65,Good (65-79)
18,1.0,3.5,3.1,0.0,0,89.6,6.6,1,3,1,2,5,1,75.5,1.1254,3.1,1.46,Good (65-79)
